total_candidates,male_candidates,female_candidates,18-20,21-29,30-39,40-49,50-59,60-69,70-79,80-89,Above 90,Bumiputera,Chinese,Indians,Others
945,818,127,0,17,131,227,289,210,33,4,1,719,170,52,4
