total_electors,male_electors,female_electors,18-20,21-29,30-39,40-49,50-59,60-69,70-79,80-89,Above 90,Bumiputera,Chinese,Indians,Others
21173638,10551525,10622113,1393539,4614400,4681361,3645237,3027535,2277099,1093982,353555,86930,13567084,5679298,1572952,354304
